dataset,category,model,run,latency
mvtec_ad,pill,patchcore,14,0.15257811831856916
mvtec_ad,pill,patchcore,15,0.1529399449239948
mvtec_ad,pill,patchcore,16,0.151042411427298
mvtec_ad,pill,patchcore,17,0.1497216638690697
mvtec_ad,pill,patchcore,18,0.14927318852818655
mvtec_ad,pill,patchcore,19,0.15563790098635735
mvtec_ad,screw,patchcore,0,0.14165066331624984
mvtec_ad,screw,patchcore,1,0.14083483666181565
mvtec_ad,screw,patchcore,2,0.1414084866642952
mvtec_ad,screw,patchcore,3,0.14105158150196076
mvtec_ad,screw,patchcore,4,0.14139802008867264
mvtec_ad,screw,patchcore,5,0.14184595346450807
mvtec_ad,screw,patchcore,6,0.14217110872268676
mvtec_ad,screw,patchcore,7,0.1557876169681549
mvtec_ad,screw,patchcore,8,0.14699396193027497
mvtec_ad,screw,patchcore,9,0.14095469266176225
mvtec_ad,screw,patchcore,10,0.13995725214481353
mvtec_ad,screw,patchcore,11,0.1421082317829132
mvtec_ad,screw,patchcore,12,0.14189112782478333
mvtec_ad,screw,patchcore,13,0.1415442481637001
mvtec_ad,screw,patchcore,14,0.14522401690483094
mvtec_ad,screw,patchcore,15,0.1423061341047287
mvtec_ad,screw,patchcore,16,0.14109516143798828
mvtec_ad,screw,patchcore,17,0.14189493656158447
mvtec_ad,screw,patchcore,18,0.1409073442220688
mvtec_ad,screw,patchcore,19,0.14185196310281753
mvtec_ad,tile,patchcore,0,0.16315363207433978
mvtec_ad,tile,patchcore,1,0.16472622471996862
mvtec_ad,tile,patchcore,2,0.162833621359279
mvtec_ad,tile,patchcore,3,0.16802416703639886
mvtec_ad,tile,patchcore,4,0.25718755192226833
mvtec_ad,tile,patchcore,5,0.1661260291042491
mvtec_ad,tile,patchcore,6,0.16961074282980373
mvtec_ad,tile,patchcore,7,0.17485510385953462
mvtec_ad,tile,patchcore,8,0.1654650981609638
mvtec_ad,tile,patchcore,9,0.16614156502943772
mvtec_ad,tile,patchcore,10,0.16340209072471684
mvtec_ad,tile,patchcore,11,0.16892939143710667
mvtec_ad,tile,patchcore,12,0.163468171388675
mvtec_ad,tile,patchcore,13,0.1644732401921199
mvtec_ad,tile,patchcore,14,0.16607064263433471
mvtec_ad,tile,patchcore,15,0.16548287359058347
mvtec_ad,tile,patchcore,16,0.17122692939562675
mvtec_ad,tile,patchcore,17,0.16574795633299738
mvtec_ad,tile,patchcore,18,0.16714113797896948
mvtec_ad,tile,patchcore,19,0.16583930529080904
mvtec_ad,toothbrush,patchcore,0,0.19601082234155565
mvtec_ad,toothbrush,patchcore,1,0.19696557521820068
mvtec_ad,toothbrush,patchcore,2,0.20041935784476145
mvtec_ad,toothbrush,patchcore,3,0.19715559482574463
mvtec_ad,toothbrush,patchcore,4,0.20774961085546584
mvtec_ad,toothbrush,patchcore,5,0.2105389322553362
mvtec_ad,toothbrush,patchcore,6,0.20518558933621361
mvtec_ad,toothbrush,patchcore,7,0.20849997656685965
mvtec_ad,toothbrush,patchcore,8,0.20169786044529506
mvtec_ad,toothbrush,patchcore,9,0.20403338046300978
mvtec_ad,toothbrush,patchcore,10,0.20204129673185803
mvtec_ad,toothbrush,patchcore,11,0.20092554887135824
mvtec_ad,toothbrush,patchcore,12,0.2049471310206822
mvtec_ad,toothbrush,patchcore,13,0.19917312690189906
mvtec_ad,toothbrush,patchcore,14,0.20447871798560732
mvtec_ad,toothbrush,patchcore,15,0.20246170248304093
mvtec_ad,toothbrush,patchcore,16,0.20337736038934617
mvtec_ad,toothbrush,patchcore,17,0.204039352280753
mvtec_ad,toothbrush,patchcore,18,0.2005120629356021
mvtec_ad,toothbrush,patchcore,19,0.2041450852439517
mvtec_ad,transistor,patchcore,0,0.18020864486694335
mvtec_ad,transistor,patchcore,1,0.17794065952301025
mvtec_ad,transistor,patchcore,2,0.17922082662582398
mvtec_ad,transistor,patchcore,3,0.17953684329986572
mvtec_ad,transistor,patchcore,4,0.1816841459274292
mvtec_ad,transistor,patchcore,5,0.18174799680709838
mvtec_ad,transistor,patchcore,6,0.18159661293029786
mvtec_ad,transistor,patchcore,7,0.3012907695770264
mvtec_ad,transistor,patchcore,8,0.1861289143562317
mvtec_ad,transistor,patchcore,9,0.18275861978530883
mvtec_ad,transistor,patchcore,10,0.1833905601501465
mvtec_ad,transistor,patchcore,11,0.1793742036819458
mvtec_ad,transistor,patchcore,12,0.18162527799606323
mvtec_ad,transistor,patchcore,13,0.1811031436920166
mvtec_ad,transistor,patchcore,14,0.1819719171524048
mvtec_ad,transistor,patchcore,15,0.18327258586883544
mvtec_ad,transistor,patchcore,16,0.18163679361343385
mvtec_ad,transistor,patchcore,17,0.18391483306884765
mvtec_ad,transistor,patchcore,18,0.18505143404006957
mvtec_ad,transistor,patchcore,19,0.18168506860733033
mvtec_ad,wood,patchcore,0,0.18832439410535595
mvtec_ad,wood,patchcore,1,0.1857548544678507
mvtec_ad,wood,patchcore,2,0.1857887340497367
mvtec_ad,wood,patchcore,3,0.18778842612157895
mvtec_ad,wood,patchcore,4,0.18619451039954077
mvtec_ad,wood,patchcore,5,0.18616005136996885
mvtec_ad,wood,patchcore,6,0.18626541729214824
mvtec_ad,wood,patchcore,7,0.18524223943299886
mvtec_ad,wood,patchcore,8,0.18675049950804892
mvtec_ad,wood,patchcore,9,0.18738650672043425
mvtec_ad,wood,patchcore,10,0.18562866464445862
mvtec_ad,wood,patchcore,11,0.1873218319084071
mvtec_ad,wood,patchcore,12,0.18811254561701907
mvtec_ad,wood,patchcore,13,0.18951264815994456
mvtec_ad,wood,patchcore,14,0.18679205978973001
mvtec_ad,wood,patchcore,15,0.1894221124769766
mvtec_ad,wood,patchcore,16,0.18351835540578335
mvtec_ad,wood,patchcore,17,0.3706982105593138
mvtec_ad,wood,patchcore,18,0.19065121155750903
mvtec_ad,wood,patchcore,19,0.18738362758974486
mvtec_ad,zipper,patchcore,0,0.14637610138646814
mvtec_ad,zipper,patchcore,1,0.14245907360354795
mvtec_ad,zipper,patchcore,2,0.14497443224420611
mvtec_ad,zipper,patchcore,3,0.14656833465525645
mvtec_ad,zipper,patchcore,4,0.14317556090702285
mvtec_ad,zipper,patchcore,5,0.14734814972277507
mvtec_ad,zipper,patchcore,6,0.14253657385213486
mvtec_ad,zipper,patchcore,7,0.14552484600749238
mvtec_ad,zipper,patchcore,8,0.14313392765474636
mvtec_ad,zipper,patchcore,9,0.14513311796630454
mvtec_ad,zipper,patchcore,10,0.1446922867503387
mvtec_ad,zipper,patchcore,11,0.14467344536686574
mvtec_ad,zipper,patchcore,12,0.1459268339422365
mvtec_ad,zipper,patchcore,13,0.14445010242083214
mvtec_ad,zipper,patchcore,14,0.14548222592334872
mvtec_ad,zipper,patchcore,15,0.14520070726508336
mvtec_ad,zipper,patchcore,16,0.14600884677558545
mvtec_ad,zipper,patchcore,17,0.145593966869329
mvtec_ad,zipper,patchcore,18,0.14751369905787587
mvtec_ad,zipper,patchcore,19,0.14259337747333856
visa,candle,patchcore,0,0.13432397484779357
visa,candle,patchcore,1,0.12911680340766907
visa,candle,patchcore,2,0.12845728754997254
visa,candle,patchcore,3,0.1297573482990265
visa,candle,patchcore,4,0.1301071286201477
visa,candle,patchcore,5,0.1287996995449066
visa,candle,patchcore,6,0.18786993265151977
visa,candle,patchcore,7,0.12833018183708192
visa,candle,patchcore,8,0.12809231638908386
visa,candle,patchcore,9,0.12922379851341248
visa,candle,patchcore,10,0.12891103386878966
visa,candle,patchcore,11,0.1325320541858673
visa,candle,patchcore,12,0.13048260688781738
visa,candle,patchcore,13,0.13157994985580446
visa,candle,patchcore,14,0.13130022764205931
visa,candle,patchcore,15,0.13112038016319275
visa,candle,patchcore,16,0.1322489583492279
visa,candle,patchcore,17,0.13083123087882995
visa,candle,patchcore,18,0.1311703610420227
visa,candle,patchcore,19,0.1342961823940277
visa,capsules,patchcore,0,0.11897585242986679
visa,capsules,patchcore,1,0.11880905777215958
visa,capsules,patchcore,2,0.11878231018781663
visa,capsules,patchcore,3,0.12017642706632614
visa,capsules,patchcore,4,0.11894230842590332
visa,capsules,patchcore,5,0.12036949098110199
visa,capsules,patchcore,6,0.11821680217981338
visa,capsules,patchcore,7,0.11661590039730071
visa,capsules,patchcore,8,0.11790466755628586
visa,capsules,patchcore,9,0.11907022595405578
visa,capsules,patchcore,10,0.11781648248434066
visa,capsules,patchcore,11,0.11577717512845993
visa,capsules,patchcore,12,0.11721665859222412
visa,capsules,patchcore,13,0.12003535330295563
visa,capsules,patchcore,14,0.11791993528604508
visa,capsules,patchcore,15,0.11843459457159042
visa,capsules,patchcore,16,0.11675567477941513
visa,capsules,patchcore,17,0.11938071995973587
visa,capsules,patchcore,18,0.22366909980773925
visa,capsules,patchcore,19,0.1204920157790184
visa,cashew,patchcore,0,0.13189823627471925
visa,cashew,patchcore,1,0.12972982247670492
visa,cashew,patchcore,2,0.13118016878763836
visa,cashew,patchcore,3,0.1321664603551229
visa,cashew,patchcore,4,0.13073615074157716
visa,cashew,patchcore,5,0.1335468848546346
visa,cashew,patchcore,6,0.13194362163543702
visa,cashew,patchcore,7,0.13193359851837158
visa,cashew,patchcore,8,0.1307438071568807
visa,cashew,patchcore,9,0.132101305325826
visa,cashew,patchcore,10,0.13112706661224366
visa,cashew,patchcore,11,0.1307514015833537
visa,cashew,patchcore,12,0.13355480670928954
visa,cashew,patchcore,13,0.13005540211995442
visa,cashew,patchcore,14,0.13219830354054768
visa,cashew,patchcore,15,0.13083693345387776
visa,cashew,patchcore,16,0.1318056583404541
visa,cashew,patchcore,17,0.13392679373423258
visa,cashew,patchcore,18,0.12922335306803384
visa,cashew,patchcore,19,0.13146737893422444
visa,chewinggum,patchcore,0,0.12321114857991536
visa,chewinggum,patchcore,1,0.12089798132578532
visa,chewinggum,patchcore,2,0.12243757724761963
visa,chewinggum,patchcore,3,0.12334298451741536
visa,chewinggum,patchcore,4,0.12161776065826416
visa,chewinggum,patchcore,5,0.12221421082814535
visa,chewinggum,patchcore,6,0.12252589543660482
visa,chewinggum,patchcore,7,0.12409141858418783
visa,chewinggum,patchcore,8,0.12069958209991455
visa,chewinggum,patchcore,9,0.12245904127756754
visa,chewinggum,patchcore,10,0.12227420012156169
visa,chewinggum,patchcore,11,0.12026692390441894
visa,chewinggum,patchcore,12,0.1250240961710612
visa,chewinggum,patchcore,13,0.24487212816874185
visa,chewinggum,patchcore,14,0.12164000511169433
visa,chewinggum,patchcore,15,0.1222092072168986
visa,chewinggum,patchcore,16,0.12139469623565674
visa,chewinggum,patchcore,17,0.12420434951782226
visa,chewinggum,patchcore,18,0.12169894377390543
visa,chewinggum,patchcore,19,0.12284084796905517
visa,fryum,patchcore,0,0.11900400797526042
visa,fryum,patchcore,1,0.11713873386383057
visa,fryum,patchcore,2,0.11718527952829996
visa,fryum,patchcore,3,0.11799621105194091
visa,fryum,patchcore,4,0.11593946139017741
visa,fryum,patchcore,5,0.11794299125671387
visa,fryum,patchcore,6,0.1159189510345459
visa,fryum,patchcore,7,0.11911487897237141
visa,fryum,patchcore,8,0.11857093175252278
visa,fryum,patchcore,9,0.11757428963979086
visa,fryum,patchcore,10,0.12007634480794271
visa,fryum,patchcore,11,0.11777094682057698
visa,fryum,patchcore,12,0.11763834158579509
visa,fryum,patchcore,13,0.11474770863850911
visa,fryum,patchcore,14,0.11691723346710205
visa,fryum,patchcore,15,0.11484440008799235
visa,fryum,patchcore,16,0.11648672580718994
visa,fryum,patchcore,17,0.11609106540679931
visa,fryum,patchcore,18,0.11307957172393798
visa,fryum,patchcore,19,0.12084447224934895
visa,macaroni1,patchcore,0,0.11647100925445557
visa,macaroni1,patchcore,1,0.11414611101150512
visa,macaroni1,patchcore,2,0.11569124698638916
visa,macaroni1,patchcore,3,0.11312339663505554
visa,macaroni1,patchcore,4,0.11511710166931152
visa,macaroni1,patchcore,5,0.11649500846862793
visa,macaroni1,patchcore,6,0.1147577428817749
visa,macaroni1,patchcore,7,0.11384862899780274
visa,macaroni1,patchcore,8,0.11541697025299072
visa,macaroni1,patchcore,9,0.11554263353347778
visa,macaroni1,patchcore,10,0.1163672947883606
visa,macaroni1,patchcore,11,0.11452305912971497
visa,macaroni1,patchcore,12,0.11506147742271423
visa,macaroni1,patchcore,13,0.11565015077590943
visa,macaroni1,patchcore,14,0.11751158833503723
visa,macaroni1,patchcore,15,0.1162379264831543
visa,macaroni1,patchcore,16,0.11667094588279724
visa,macaroni1,patchcore,17,0.11787851572036744
visa,macaroni1,patchcore,18,0.11701669216156006
visa,macaroni1,patchcore,19,0.11765313267707825
visa,macaroni2,patchcore,0,0.12787718415260316
visa,macaroni2,patchcore,1,0.12246435403823852
visa,macaroni2,patchcore,2,0.11647819995880127
visa,macaroni2,patchcore,3,0.12412808775901794
visa,macaroni2,patchcore,4,0.11551823019981385
visa,macaroni2,patchcore,5,0.11585314989089966
visa,macaroni2,patchcore,6,0.1211456024646759
visa,macaroni2,patchcore,7,0.11592384338378907
visa,macaroni2,patchcore,8,0.11552967786788941
visa,macaroni2,patchcore,9,0.11590624690055847
visa,macaroni2,patchcore,10,0.11613654613494873
visa,macaroni2,patchcore,11,0.12095961570739747
visa,macaroni2,patchcore,12,0.11643170952796936
visa,macaroni2,patchcore,13,0.11694788217544555
visa,macaroni2,patchcore,14,0.11637068152427674
visa,macaroni2,patchcore,15,0.11839550495147705
visa,macaroni2,patchcore,16,0.11679153203964233
visa,macaroni2,patchcore,17,0.11739006161689758
visa,macaroni2,patchcore,18,0.11728812098503112
visa,macaroni2,patchcore,19,0.11826152563095092
visa,pcb1,patchcore,0,0.1295897841453552
visa,pcb1,patchcore,1,0.1298275101184845
visa,pcb1,patchcore,2,0.13255951285362244
visa,pcb1,patchcore,3,0.1374961757659912
visa,pcb1,patchcore,4,0.12975596904754638
visa,pcb1,patchcore,5,0.13103185892105101
visa,pcb1,patchcore,6,0.132255117893219
visa,pcb1,patchcore,7,0.13466344833374022
visa,pcb1,patchcore,8,0.13201719164848327
visa,pcb1,patchcore,9,0.1338236129283905
visa,pcb1,patchcore,10,0.12830279111862183
visa,pcb1,patchcore,11,0.1346041429042816
visa,pcb1,patchcore,12,0.12977020025253297
visa,pcb1,patchcore,13,0.1319904410839081
visa,pcb1,patchcore,14,0.13247095227241515
visa,pcb1,patchcore,15,0.13212000846862793
visa,pcb1,patchcore,16,0.1334266757965088
visa,pcb1,patchcore,17,0.13261894702911378
visa,pcb1,patchcore,18,0.12863133668899537
visa,pcb1,patchcore,19,0.13118950843811036
visa,pcb2,patchcore,0,0.1284150791168213
visa,pcb2,patchcore,1,0.12393739223480224
visa,pcb2,patchcore,2,0.1312781345844269
visa,pcb2,patchcore,3,0.12696292757987976
visa,pcb2,patchcore,4,0.1255837059020996
visa,pcb2,patchcore,5,0.12541215419769286
visa,pcb2,patchcore,6,0.12398008465766906
visa,pcb2,patchcore,7,0.1245918607711792
visa,pcb2,patchcore,8,0.12334227085113525
visa,pcb2,patchcore,9,0.12893084764480592
visa,pcb2,patchcore,10,0.12771035313606263
visa,pcb2,patchcore,11,0.12715132117271424
visa,pcb2,patchcore,12,0.12793029427528382
visa,pcb2,patchcore,13,0.1259498727321625
visa,pcb2,patchcore,14,0.1330276095867157
visa,pcb2,patchcore,15,0.13369707345962525
visa,pcb2,patchcore,16,0.1368439984321594
visa,pcb2,patchcore,17,0.13574504375457763
visa,pcb2,patchcore,18,0.13321264028549196
visa,pcb2,patchcore,19,0.13940120220184327
visa,pcb3,patchcore,0,0.11415413600295338
visa,pcb3,patchcore,1,0.11156473468192181
visa,pcb3,patchcore,2,0.1133602709319461
visa,pcb3,patchcore,3,0.11198810083949151
visa,pcb3,patchcore,4,0.11313797466790498
visa,pcb3,patchcore,5,0.11127896688470792
visa,pcb3,patchcore,6,0.11265150943205725
visa,pcb3,patchcore,7,0.11308369114624327
visa,pcb3,patchcore,8,0.11498406514599549
visa,pcb3,patchcore,9,0.11435753314649287
visa,pcb3,patchcore,10,0.11419730162739161
visa,pcb3,patchcore,11,0.11380678622876826
visa,pcb3,patchcore,12,0.11429546484306677
visa,pcb3,patchcore,13,0.11618234624910118
visa,pcb3,patchcore,14,0.11440734839558009
visa,pcb3,patchcore,15,0.11286809907030704
visa,pcb3,patchcore,16,0.11529866024036313
visa,pcb3,patchcore,17,0.11304721428980281
visa,pcb3,patchcore,18,0.11398057676666412
visa,pcb3,patchcore,19,0.11576717528537732
visa,pcb4,patchcore,0,0.12454700351354495
visa,pcb4,patchcore,1,0.12172363527971714
visa,pcb4,patchcore,2,0.12723944554874553
visa,pcb4,patchcore,3,0.13226519413848423
visa,pcb4,patchcore,4,0.1333970655849324
visa,pcb4,patchcore,5,0.12869441094090098
visa,pcb4,patchcore,6,0.1264062509014832
visa,pcb4,patchcore,7,0.13484493772781903
visa,pcb4,patchcore,8,0.13231651937190572
visa,pcb4,patchcore,9,0.134649869814441
visa,pcb4,patchcore,10,0.12503524562019613
visa,pcb4,patchcore,11,0.13320032399685228
visa,pcb4,patchcore,12,0.1309110193110224
visa,pcb4,patchcore,13,0.12568319496230698
visa,pcb4,patchcore,14,0.13310740717607944
visa,pcb4,patchcore,15,0.12823718697277467
visa,pcb4,patchcore,16,0.12753815200198348
visa,pcb4,patchcore,17,0.12613726373928696
visa,pcb4,patchcore,18,0.1256716571637054
visa,pcb4,patchcore,19,0.12515716410394925
visa,pipe_fryum,patchcore,0,0.12345508098602295
visa,pipe_fryum,patchcore,1,0.1253883409500122
visa,pipe_fryum,patchcore,2,0.1281274970372518
visa,pipe_fryum,patchcore,3,0.13566440264383953
visa,pipe_fryum,patchcore,4,0.13240473906199138
visa,pipe_fryum,patchcore,5,0.1253136444091797
visa,pipe_fryum,patchcore,6,0.12540903409322102
visa,pipe_fryum,patchcore,7,0.1305844020843506
visa,pipe_fryum,patchcore,8,0.13236388683319092
visa,pipe_fryum,patchcore,9,0.13003840446472167
visa,pipe_fryum,patchcore,10,0.12635983467102052
visa,pipe_fryum,patchcore,11,0.12958154042561848
visa,pipe_fryum,patchcore,12,0.1236620807647705
visa,pipe_fryum,patchcore,13,0.12402202447255452
visa,pipe_fryum,patchcore,14,0.1283970562616984
visa,pipe_fryum,patchcore,15,0.1276570415496826
visa,pipe_fryum,patchcore,16,0.1250918738047282
visa,pipe_fryum,patchcore,17,0.1350089915593465
visa,pipe_fryum,patchcore,18,0.13522401809692383
visa,pipe_fryum,patchcore,19,0.12559630393981933
